index,创作者ID,创作者名称_x,是否官方_x,5月被开练课程数量,开练UV,开练PV,首次开练UV,首次开练PV,5月被完练课程数量,完练UV,完练PV,首次完练UV,首次完练PV,首次完练&复练UV,创作者次月完练-完练留存UV,详情页UV,详情页PV,创作者月完练-完练留存UV,创作者月完练-7日内App留存UV,次月复练率-UV,完练率-UV,当月复练率,完练-7日内App留存率,创作者名称_y,是否官方_y,classif
0,5e900e47b52fab25b7214433,减脂塑形中的Keep君,"[false,true]",409.0,5655327.0,26614200.0,3276641.0,5497255.0,404.0,4378045.0,20881209.0,2177768.0,2913176.0,1106877.0,1553324.0,8288366.0,70447593.0,2374203.0,3511408.0,0.35,0.77,0.54,0.8,减脂塑形中的Keep君,"[false,true]",0
1,5f0fc67f650b9c74c0c09e9d,帕梅拉_PamelaReif,[false],197.0,4140290.0,27980477.0,3115998.0,7684155.0,196.0,3246820.0,22010010.0,2246565.0,4659194.0,1578039.0,1199478.0,5851274.0,73446144.0,1724381.0,2645523.0,0.37,0.78,0.53,0.81,帕梅拉_PamelaReif,[false],0
2,5588c6cbb7d3f7ee66a50bb0,Keep_课程,"[true,false]",343.0,3338011.0,12953165.0,1959592.0,2864510.0,324.0,2744024.0,10887460.0,1248711.0,1495005.0,499979.0,893112.0,5003771.0,30291128.0,1364081.0,2228522.0,0.33,0.82,0.5,0.81,Keep_课程,"[true,false]",0
3,57bae2760a64ee6335f9a80e,爱跑步的Keep君,[true],89.0,2985643.0,14129288.0,1561085.0,2610218.0,89.0,2720267.0,12793185.0,504832.0,580944.0,232942.0,1051733.0,4123196.0,28100916.0,1510360.0,2192149.0,0.39,0.91,0.56,0.81,爱跑步的Keep君,[true],0
4,5f046d6ad523e91a22fb9c58,韩小四AprilHan,[false],39.0,2304051.0,11320728.0,1610545.0,2673434.0,39.0,1732635.0,8945188.0,1104919.0,1564379.0,638533.0,557341.0,3564179.0,29353961.0,935802.0,1441207.0,0.32,0.75,0.54,0.83,韩小四AprilHan,[false],0
5,55e25ecd46fcd1542d79335f,孵小蛋Sophia,[false],48.0,1713272.0,5430178.0,1355102.0,1909201.0,48.0,1392449.0,4357902.0,1077638.0,1382118.0,383857.0,243112.0,2990730.0,11319884.0,519735.0,1038464.0,0.17,0.81,0.37,0.75,孵小蛋Sophia,[false],1
6,5e900ef2b52fab25b7219384,增肌中的Keep君,[true],51.0,1374244.0,5584184.0,893555.0,1428721.0,51.0,1059943.0,4356957.0,609334.0,776793.0,298626.0,411869.0,2098007.0,17491853.0,558687.0,848775.0,0.39,0.77,0.53,0.8,增肌中的Keep君,[true],1
7,56cfe665af1acaf20330c4f7,语姐姐,"[false,true]",104.0,1190325.0,3962302.0,902169.0,1229030.0,104.0,894650.0,3109373.0,648210.0,790834.0,263992.0,202654.0,2138071.0,10164549.0,386208.0,711253.0,0.23,0.75,0.43,0.8,语姐姐,"[false,true]",1
8,57a31cbf0d67f923059a5a83,周六野Zoey,[false],122.0,1037553.0,3742923.0,750860.0,1148878.0,122.0,796947.0,2956359.0,541885.0,733951.0,230064.0,203374.0,1801043.0,10396351.0,353286.0,670376.0,0.26,0.77,0.44,0.84,周六野Zoey,[false],1
9,6051ae7da78eee41a7fd5de6,挺住别胖啊,[false],286.0,950779.0,3809085.0,746162.0,1271249.0,286.0,682953.0,2835171.0,495580.0,706877.0,253815.0,238808.0,1639954.0,11976641.0,348493.0,597875.0,0.35,0.72,0.51,0.88,挺住别胖啊,[false],1
10,5abcb4ebe666864ca1d33e40,im斯文姐,[false],57.0,850830.0,2413771.0,606987.0,755893.0,56.0,592752.0,1782821.0,396076.0,440258.0,129135.0,123625.0,1505028.0,5895677.0,234283.0,484190.0,0.21,0.7,0.4,0.82,im斯文姐,[false],1
11,623a9d97eaf6fb00010ecb21,慷慨的觅眸,[false],31.0,846186.0,2040472.0,781393.0,891852.0,31.0,640651.0,1571872.0,596277.0,599380.0,210680.0,603.0,1602656.0,4342544.0,236899.0,482456.0,0.0,0.76,0.37,0.75,慷慨的觅眸,[false],2
12,5701fc7bbdd5b65b71140b7c,Koach-Punk,[false],245.0,781380.0,1817060.0,734487.0,850442.0,29.0,565319.0,1376470.0,530527.0,542651.0,177626.0,69703.0,1506140.0,4326901.0,195518.0,406455.0,0.12,0.72,0.35,0.72,Koach-Punk,[false],2
13,57d12cc931f11615833b6e47,全家桶你造嘛,[false],66.0,721333.0,3464007.0,517109.0,783181.0,68.0,573287.0,2845385.0,383092.0,496696.0,232096.0,199023.0,1197473.0,8229595.0,329702.0,493887.0,0.35,0.79,0.58,0.86,全家桶你造嘛,[false],1
14,557cdbcabf13604068ae6a76,安安小雨_,"[false,true]",236.0,654619.0,2628211.0,464827.0,665351.0,126.0,492582.0,2068092.0,317258.0,393390.0,143444.0,143866.0,1186660.0,7069722.0,240259.0,421052.0,0.29,0.75,0.49,0.85,安安小雨_,"[false,true]",1
15,5f113f85650b9c74c032a67b,欧阳春晓Aurora,[false],63.0,614278.0,3112401.0,346137.0,505317.0,63.0,508529.0,2542617.0,261185.0,304978.0,162950.0,172855.0,892608.0,6732422.0,323861.0,444681.0,0.34,0.83,0.64,0.87,欧阳春晓Aurora,[false],1
16,57c3c043493303162d569d8c,Jessie六六要自律,[false],69.0,613771.0,1659722.0,518031.0,643992.0,69.0,450332.0,1285482.0,367649.0,405527.0,121868.0,92326.0,1159559.0,4028892.0,170334.0,369386.0,0.21,0.73,0.38,0.82,Jessie六六要自律,[false],1
17,5cc9bcd6d20f9c47d9f6cdc8,猫叔慢跑,"[false,true]",148.0,599420.0,2525225.0,475381.0,706219.0,143.0,394240.0,1967146.0,282441.0,370750.0,133923.0,101073.0,1256317.0,6595683.0,185707.0,306741.0,0.26,0.66,0.47,0.78,猫叔慢跑,"[false,true]",1
18,623a9da884307c0001bf2489,气质超好的大方的素颜,[false],51.0,553031.0,1016963.0,546813.0,628791.0,50.0,490846.0,863985.0,487736.0,527879.0,129572.0,80037.0,1156549.0,2826245.0,127462.0,353175.0,0.16,0.89,0.26,0.72,气质超好的大方的素颜,[false],2
19,5638c42178f2402305feee70,男人要活出你的霸气,[false],98.0,522349.0,1735708.0,415018.0,550744.0,98.0,327478.0,1246870.0,241876.0,279951.0,89221.0,65968.0,1038459.0,4259937.0,137398.0,255216.0,0.2,0.63,0.42,0.78,男人要活出你的霸气,[false],1
20,57209de54714702202cd6705,Koach团子,[false],748.0,478283.0,1104393.0,384385.0,459615.0,70.0,349696.0,773442.0,294033.0,328322.0,73923.0,43907.0,905740.0,2656607.0,97406.0,261776.0,0.13,0.73,0.28,0.75,Koach团子,[false],2
21,5783b1828ea21744059ecc96,点滴斯诺,[false],28.0,478020.0,851300.0,476148.0,686492.0,28.0,240006.0,406047.0,239887.0,285213.0,69304.0,1372.0,1057167.0,3515952.0,64001.0,205465.0,0.01,0.5,0.27,0.86,点滴斯诺,[false],2
22,5e9001a8d20f9c0d2ab7bcdc,练瑜伽的Keep君,[true],116.0,450047.0,1582138.0,235456.0,338732.0,116.0,331489.0,1249988.0,136458.0,173141.0,37921.0,120027.0,725055.0,3792790.0,138376.0,269338.0,0.36,0.74,0.42,0.81,练瑜伽的Keep君,[true],1
23,62207f878b21f80001b76321,伴你入睡的 Keep 君,[true],128.0,423464.0,1901692.0,289002.0,583386.0,124.0,369228.0,1549653.0,122189.0,211673.0,48713.0,132888.0,598151.0,3651222.0,185001.0,294496.0,0.36,0.87,0.5,0.8,伴你入睡的 Keep 君,[true],1
24,56fde40b5bc83f494b2d9733,向安茜,[false],49.0,415118.0,1140983.0,301345.0,364144.0,49.0,274075.0,857470.0,176054.0,181395.0,60557.0,44348.0,693071.0,2370084.0,120197.0,235176.0,0.16,0.66,0.44,0.86,向安茜,[false],1
25,56d16ad982ecf1ab7a9227fd,Ternura刘建,[false],55.0,394610.0,1094363.0,297541.0,412405.0,55.0,257529.0,742023.0,175036.0,200859.0,62673.0,66412.0,732904.0,3858864.0,108067.0,207061.0,0.26,0.65,0.42,0.8,Ternura刘建,[false],1
26,5a39dd651cf3d1376437a27f,赵没力,"[false,true]",283.0,374105.0,1161083.0,282919.0,389620.0,113.0,264639.0,900824.0,182133.0,232657.0,60080.0,75901.0,729781.0,3220520.0,102052.0,219121.0,0.29,0.71,0.39,0.83,赵没力,"[false,true]",1
27,5690afe91c705473183af9d6,Jay潘潘,[false],26.0,358933.0,971923.0,257669.0,291157.0,26.0,288477.0,814536.0,196949.0,202959.0,65015.0,49401.0,701279.0,2278118.0,116090.0,228224.0,0.17,0.8,0.4,0.79,Jay潘潘,[false],1
28,5e9001e06fbc5661efd8e3ea,跳操跳舞的Keep君,"[false,true]",71.0,354787.0,1050192.0,223844.0,299968.0,72.0,244012.0,795249.0,127987.0,154795.0,40546.0,58809.0,720564.0,2819969.0,98621.0,203483.0,0.24,0.69,0.4,0.83,跳操跳舞的Keep君,"[false,true]",1
29,5e900f0c790b93014b25baf2,修炼体态的Keep君 ,[true],12.0,344492.0,1309167.0,170184.0,219268.0,12.0,279041.0,1140021.0,118833.0,130598.0,38542.0,60755.0,611716.0,2753671.0,117033.0,221425.0,0.22,0.81,0.42,0.79,修炼体态的Keep君 ,[true],1
30,5a839775e66686127449fc21,古月子辰,[false],112.0,325604.0,840101.0,271534.0,332419.0,109.0,226967.0,619105.0,185180.0,205730.0,55466.0,37292.0,698165.0,2262847.0,79714.0,185212.0,0.16,0.7,0.35,0.82,古月子辰,[false],1
31,57028cca6cd4753005d9bfba,Derek大骏,[false],108.0,318270.0,773593.0,260344.0,309503.0,107.0,201076.0,549904.0,150616.0,157299.0,47274.0,43788.0,718144.0,2340307.0,77734.0,161501.0,0.22,0.63,0.39,0.8,Derek大骏,[false],1
32,621c475c710fa300018b2b99,月球上的温柔少女心,[false],69.0,310098.0,835704.0,250500.0,284729.0,68.0,232724.0,659963.0,183264.0,189167.0,58549.0,39565.0,659172.0,1968868.0,88988.0,187485.0,0.17,0.75,0.38,0.81,月球上的温柔少女心,[false],1
33,59ef0d871cf3d14e9edafe81,Koach-Jonathan乔纳森,"[true,false]",38.0,260692.0,943008.0,128046.0,183963.0,31.0,192543.0,703222.0,78910.0,95669.0,31653.0,61419.0,542333.0,2671145.0,96990.0,169026.0,0.32,0.74,0.5,0.88,Koach-Jonathan乔纳森,"[true,false]",1
34,56492e6cec3142e6c7cbae03,魔力桃桃,[false],127.0,233524.0,776436.0,206575.0,371743.0,127.0,161376.0,568023.0,137796.0,235714.0,51558.0,26695.0,470641.0,2129526.0,48964.0,124383.0,0.17,0.69,0.3,0.77,魔力桃桃,[false],2
35,5cdad45fd20f9c3a8e4d4118,爱健身的较真万,[false],16.0,232907.0,606765.0,183949.0,222216.0,16.0,149215.0,407867.0,113593.0,116318.0,41372.0,31308.0,465468.0,1802223.0,63076.0,120470.0,0.21,0.64,0.42,0.81,爱健身的较真万,[false],1
37,5808852d4933031fb0924942,miss朱zhu,[false],26.0,225000.0,526162.0,198463.0,225621.0,26.0,168251.0,409104.0,146305.0,152697.0,45224.0,32311.0,487798.0,1371692.0,58800.0,133979.0,0.19,0.75,0.35,0.8,miss朱zhu,[false],1
38,559d1eebac29b6b694a5e46f,楚仔Charlotte,[false],65.0,213788.0,533554.0,152562.0,174601.0,65.0,148894.0,423049.0,93673.0,99382.0,25963.0,31296.0,479626.0,1405041.0,57761.0,125183.0,0.21,0.7,0.39,0.84,楚仔Charlotte,[false],1
39,56aede59da2e4c2838799e7e,闫帅奇,[false],36.0,201687.0,527982.0,162992.0,198406.0,36.0,138584.0,394341.0,106003.0,114203.0,33093.0,28430.0,476069.0,1657402.0,51071.0,109326.0,0.21,0.69,0.37,0.79,闫帅奇,[false],1
40,5a2e43c51cf3d162335f5fe5,周政廷,[false],81.0,199840.0,508111.0,166748.0,219500.0,81.0,134156.0,350713.0,106452.0,119969.0,36197.0,37613.0,457381.0,2244278.0,52499.0,113923.0,0.28,0.67,0.39,0.85,周政廷,[false],1
41,5e4124ce6fbc567d16ffa527,八一师傅,[false],21.0,199653.0,512791.0,153588.0,191763.0,21.0,132501.0,353448.0,95610.0,100193.0,34799.0,34430.0,436934.0,1788231.0,55650.0,108496.0,0.26,0.66,0.42,0.82,八一师傅,[false],1
42,571da97a3a8fdb88019c021b,MissCC就是我鸭,[false],8.0,193818.0,542356.0,133042.0,149263.0,8.0,143096.0,427474.0,90780.0,92589.0,32440.0,28701.0,421595.0,1421044.0,62576.0,112552.0,0.2,0.74,0.44,0.79,MissCC就是我鸭,[false],1
43,58880ea2387e283039554eb0,Nne-,[false],64.0,193539.0,479567.0,164908.0,189007.0,64.0,147639.0,364318.0,127462.0,136675.0,38095.0,15511.0,400489.0,1163982.0,48222.0,112157.0,0.11,0.76,0.33,0.76,Nne-,[false],2
44,5e6a31dab52fab635d5d1cb4,芥末味小丸子,[false],36.0,189459.0,463187.0,140478.0,157121.0,36.0,155958.0,388199.0,112928.0,116922.0,32219.0,21435.0,364835.0,1085354.0,54870.0,126554.0,0.14,0.82,0.35,0.81,芥末味小丸子,[false],2
45,5c00d94a1cf3d16cc070447b,EmiWong_王艾米,[false],110.0,172709.0,388560.0,133293.0,151839.0,110.0,124247.0,296590.0,89591.0,94525.0,23059.0,18080.0,375051.0,1048448.0,40512.0,99944.0,0.15,0.72,0.33,0.8,EmiWong_王艾米,[false],2
46,623a9d3deaf6fb00010ec663,勤奋的不浪漫罪名,[false],56.0,162624.0,323253.0,149974.0,176733.0,56.0,121549.0,213951.0,117641.0,126941.0,25439.0,8233.0,339174.0,815305.0,26402.0,96437.0,0.07,0.75,0.22,0.79,勤奋的不浪漫罪名,[false],2
47,5506c982d104a6c9311cd7a1,Koach大婷婷,[false],512.0,156304.0,394740.0,111836.0,123331.0,32.0,110371.0,279026.0,86338.0,88608.0,24177.0,16701.0,310223.0,826370.0,37474.0,85208.0,0.15,0.71,0.34,0.77,Koach大婷婷,[false],1
48,623a9dcdd611d60001c0f0b2,爱地球的坚强的该用户已成仙,[false],14.0,140611.0,291373.0,139110.0,148983.0,14.0,131404.0,264020.0,131083.0,134982.0,42798.0,86.0,284091.0,720917.0,42146.0,99348.0,0.0,0.93,0.32,0.76,爱地球的坚强的该用户已成仙,[false],2
49,56c9a197d303c32105b46b9e,白鹳yoga,[false],40.0,139655.0,328403.0,83339.0,92296.0,40.0,114507.0,277104.0,62830.0,64203.0,16232.0,23992.0,226033.0,664493.0,40933.0,87149.0,0.21,0.82,0.36,0.76,白鹳yoga,[false],1
50,5e900fcc6fbc5661efded8a9,Keep热汗瑜伽,"[true,false]",94.0,138580.0,407028.0,104715.0,154744.0,94.0,97899.0,313283.0,66955.0,92904.0,22623.0,24043.0,700545.0,2060568.0,35095.0,84825.0,0.25,0.71,0.36,0.87,Keep热汗瑜伽,"[true,false]",1
51,616693a9edd76c0291366003,嗨皮燃脂,[true],36.0,137738.0,394414.0,122348.0,183002.0,36.0,87764.0,280236.0,73810.0,101436.0,31723.0,13675.0,672260.0,1935591.0,36024.0,78789.0,0.16,0.64,0.41,0.9,嗨皮燃脂,[true],1
52,56eea9715a9ef22e05b551ce,Koach-Jojo,[false],614.0,130791.0,295164.0,107444.0,131500.0,81.0,89425.0,210626.0,73983.0,84554.0,19505.0,14327.0,303335.0,948859.0,26154.0,72008.0,0.16,0.68,0.29,0.81,Koach-Jojo,[false],1
53,623a9d6839df450001204df4,浪漫的梦想无需昭告天下。,[false],58.0,128910.0,229795.0,116684.0,131380.0,56.0,118822.0,195981.0,110510.0,120988.0,16046.0,7623.0,259846.0,543320.0,19378.0,82483.0,0.06,0.92,0.16,0.69,浪漫的梦想无需昭告天下。,[false],2
54,54bf30dd9eb5cd2c4c90be46,Keep,"[false,true]",163.0,128507.0,463914.0,80487.0,139456.0,163.0,162284.0,574887.0,18287.0,29026.0,6893.0,50208.0,164822.0,618511.0,82257.0,129062.0,0.31,1.26,0.51,0.8,Keep,"[false,true]",1
55,5e74946f6fbc56402e7af737,ZumbaxKeep_官方合作,"[true,false]",19.0,122577.0,371841.0,79969.0,117945.0,19.0,71887.0,244033.0,34446.0,41560.0,12537.0,22486.0,214692.0,1025255.0,33180.0,62405.0,0.31,0.59,0.46,0.87,ZumbaxKeep_官方合作,"[true,false]",1
56,61c18d1fa7f80e0001766dc4,美丽芭蕾 X Keep 官方合作,[false],31.0,121117.0,419072.0,84620.0,106772.0,31.0,83761.0,328337.0,50587.0,54347.0,22587.0,22080.0,223376.0,1011162.0,44557.0,73940.0,0.26,0.69,0.53,0.88,美丽芭蕾 X Keep 官方合作,[false],1
57,621c475b39b2dd0001a10e47,空城仅有旧梦在,[false],50.0,120001.0,309134.0,107732.0,126019.0,50.0,76945.0,225459.0,67898.0,70607.0,20509.0,11804.0,272402.0,808000.0,25798.0,59886.0,0.15,0.64,0.34,0.78,空城仅有旧梦在,[false],2
58,5bf2cf41fe6e4348fb5265b3,黑妞福大玥,[false],25.0,118830.0,313567.0,95984.0,150774.0,25.0,57733.0,170200.0,39421.0,53634.0,13429.0,9948.0,218638.0,947067.0,19482.0,46506.0,0.17,0.49,0.34,0.81,黑妞福大玥,[false],1
59,5dc28fc2b52fab4eb10764bf,瘦身女王郑多燕,[false],17.0,118057.0,396627.0,86010.0,119709.0,15.0,77338.0,273637.0,49453.0,53714.0,22536.0,20901.0,209562.0,999998.0,39945.0,66827.0,0.27,0.66,0.52,0.86,瘦身女王郑多燕,[false],1
60,5d6e7ee5b52fab2e94a80304,Koach-Vivi,"[false,true]",717.0,115727.0,324355.0,89603.0,125532.0,86.0,77081.0,216963.0,60884.0,79811.0,18211.0,19678.0,285584.0,1093269.0,25079.0,64625.0,0.26,0.67,0.33,0.84,Koach-Vivi,"[false,true]",1
61,58f8a37f8c26a3632ac9ce78,王小宅Joye,[false],3.0,110669.0,271849.0,64916.0,74892.0,3.0,76228.0,208363.0,39499.0,39848.0,11845.0,13376.0,248151.0,800321.0,30659.0,62308.0,0.18,0.69,0.4,0.82,王小宅Joye,[false],1
62,56e8b33ee10e55ed62b7ef69,大越越moon,[false],46.0,107950.0,290675.0,79532.0,87190.0,45.0,85499.0,246525.0,59122.0,60286.0,18932.0,13657.0,225325.0,631009.0,34748.0,73393.0,0.16,0.79,0.41,0.86,大越越moon,[false],1
63,626667fe2fce7700013bb273,励娜Lina,[false],8.0,107322.0,193622.0,106784.0,137731.0,8.0,54571.0,102947.0,54392.0,59779.0,16656.0,5224.0,271869.0,765991.0,15979.0,47384.0,0.1,0.51,0.29,0.87,励娜Lina,[false],2
64,587bcc6c31f1160acb2feada,Holisticfit_Cece,[false],56.0,104720.0,376438.0,64975.0,77624.0,56.0,83313.0,319496.0,45488.0,49219.0,14926.0,21375.0,230309.0,939553.0,38560.0,72295.0,0.26,0.8,0.46,0.87,Holisticfit_Cece,[false],1
65,56e6617ec262fdf346ffd9d3,罗洪Ric,[false],73.0,101169.0,324440.0,66184.0,88814.0,73.0,78509.0,264565.0,45737.0,54443.0,17381.0,27042.0,197886.0,1246274.0,36804.0,69480.0,0.34,0.78,0.47,0.88,罗洪Ric,[false],1
66,623a9d9539df4500012050ba,敏捷的女人╮活得坚强些,[false],67.0,101074.0,150787.0,95804.0,103232.0,67.0,92140.0,128224.0,88985.0,92187.0,11373.0,4080.0,265899.0,493613.0,12491.0,64546.0,0.04,0.91,0.14,0.7,敏捷的女人╮活得坚强些,[false],2
67,57ec80e331f1160ba7e19da8,Koach-Fiona,[false],261.0,98010.0,224921.0,85100.0,113219.0,2.0,42263.0,94028.0,39446.0,39474.0,12677.0,4131.0,277782.0,811815.0,14386.0,32317.0,0.1,0.43,0.34,0.76,Koach-Fiona,[false],2
68,59e88b827511ce4e24ee6d6f,Mr彦Alex,[false],313.0,97014.0,253777.0,85450.0,140120.0,313.0,55825.0,164920.0,45408.0,70653.0,12351.0,8722.0,222769.0,843565.0,14355.0,43479.0,0.16,0.58,0.26,0.78,Mr彦Alex,[false],2
69,55edf12db744bee9c6245488,佳宝_JIABAO,[false],41.0,96364.0,267117.0,82042.0,105151.0,40.0,74213.0,219532.0,61017.0,72783.0,19837.0,14274.0,228978.0,825623.0,25661.0,63108.0,0.19,0.77,0.35,0.85,佳宝_JIABAO,[false],1
70,565328ae46be44e04bd0845f,Leon家庭健身,[false],16.0,95012.0,260004.0,62978.0,74647.0,16.0,69669.0,203527.0,41311.0,42873.0,13091.0,19194.0,213434.0,808217.0,29695.0,60452.0,0.28,0.73,0.43,0.87,Leon家庭健身,[false],1
71,55bce79ce188b7ebac88506b,奥博朗AllblancTV,[false],147.0,93215.0,252415.0,72736.0,92329.0,147.0,64215.0,189086.0,45632.0,51562.0,14020.0,15149.0,226068.0,769657.0,24699.0,53406.0,0.24,0.69,0.38,0.83,奥博朗AllblancTV,[false],1
72,5752daf68f3e26c41e987b8a,晓勒小乐笑了xjbl,[false],8.0,93020.0,294322.0,58404.0,66431.0,8.0,76656.0,255317.0,43810.0,43888.0,16650.0,26220.0,143259.0,531945.0,38550.0,65412.0,0.34,0.82,0.5,0.85,晓勒小乐笑了xjbl,[false],1
73,56d068cf7efda849070dcf52,猫有力39,[false],46.0,87589.0,172927.0,80448.0,88315.0,46.0,58840.0,122435.0,53620.0,54736.0,12557.0,7030.0,225051.0,561054.0,15382.0,39479.0,0.12,0.67,0.26,0.67,猫有力39,[false],2
74,6258e298fe9ada0001aaee80,growwithjo,[false],82.0,87284.0,270516.0,86033.0,175968.0,82.0,55337.0,188651.0,54427.0,110277.0,28333.0,18746.0,265467.0,1440597.0,20640.0,49316.0,0.34,0.63,0.37,0.89,growwithjo,[false],1
