index,创作者ID,创作者名称_x,是否官方_x,5月被开练课程数量,开练UV,开练PV,首次开练UV,首次开练PV,5月被完练课程数量,完练UV,完练PV,首次完练UV,首次完练PV,首次完练&复练UV,创作者次月完练-完练留存UV,详情页UV,详情页PV,创作者月完练-完练留存UV,创作者月完练-7日内App留存UV,次月复练率-UV,完练率-UV,当月复练率,完练-7日内App留存率,创作者名称_y,是否官方_y,classif
243,623a9da6e261b900018e58c5,仁慈的几度春秋,[false],26.0,6527.0,8352.0,6465.0,7302.0,26.0,5931.0,7301.0,5871.0,6368.0,478.0,157.0,19738.0,37237.0,491.0,4230.0,0.03,0.91,0.08,0.71,仁慈的几度春秋,[false],2
245,621c475ccae44600010bd1ef,斯文的别再吹冷风,[false],35.0,6429.0,16982.0,5471.0,8133.0,35.0,4783.0,12312.0,4137.0,5659.0,1164.0,822.0,18589.0,68644.0,1383.0,4101.0,0.17,0.74,0.29,0.86,斯文的别再吹冷风,[false],2
246,5567d251c336449b10e7063b,范李猿,[false],2.0,6385.0,12138.0,5337.0,6230.0,2.0,3008.0,6973.0,2116.0,2140.0,626.0,562.0,16764.0,47346.0,1126.0,2543.0,0.19,0.47,0.37,0.85,范李猿,[false],1
247,566e9ca94885a51f01b29a7c,FelineWang,[false],18.0,6368.0,15783.0,4628.0,5554.0,17.0,4134.0,11461.0,2530.0,2641.0,604.0,1094.0,17154.0,47502.0,1578.0,3455.0,0.26,0.65,0.38,0.84,FelineWang,[false],1
248,57a464e9e04d473805c1916d,帅soserious,[false],5.0,6246.0,18912.0,4717.0,5967.0,5.0,4020.0,14586.0,2618.0,2918.0,879.0,1194.0,17480.0,62835.0,1714.0,3391.0,0.3,0.64,0.43,0.84,帅soserious,[false],1
249,57220eef10f8732305c7c529,Koach小景,[false],166.0,6224.0,12927.0,1325.0,1611.0,3.0,1312.0,2732.0,1122.0,1285.0,319.0,154.0,20692.0,56807.0,389.0,1068.0,0.12,0.21,0.3,0.81,Koach小景,[false],2
250,6139b836d9e7c460bd1e9ec6,MadFit健身,[false],21.0,6178.0,18573.0,4716.0,7574.0,21.0,4323.0,13881.0,3118.0,4827.0,1124.0,987.0,14729.0,59894.0,1503.0,3900.0,0.23,0.7,0.35,0.9,MadFit健身,[false],1
251,570723b2745f43695229e15d,Moccee,[false],12.0,6122.0,10819.0,5106.0,5596.0,12.0,3471.0,7191.0,2619.0,2684.0,475.0,430.0,30902.0,62759.0,870.0,2784.0,0.12,0.57,0.25,0.8,Moccee,[false],2
252,58041cb04933036dfee2cc5f,飞天阿花花,[false],9.0,5971.0,13032.0,3875.0,4227.0,9.0,4208.0,10432.0,2309.0,2317.0,435.0,874.0,18223.0,42906.0,1436.0,3532.0,0.21,0.7,0.34,0.84,飞天阿花花,[false],1
253,5cb3f24e790b9303aa9bc596,Koach-Rio,[false],308.0,5777.0,14950.0,878.0,1023.0,19.0,654.0,1617.0,559.0,618.0,118.0,71.0,18379.0,59427.0,155.0,554.0,0.11,0.11,0.24,0.85,Koach-Rio,[false],2
254,58e623c6f84e8805b91f6994,茉莉绿茶加寒天,[false],11.0,5683.0,10315.0,5255.0,6039.0,11.0,2582.0,5955.0,2201.0,2278.0,546.0,397.0,16466.0,42551.0,777.0,2051.0,0.15,0.45,0.3,0.79,茉莉绿茶加寒天,[false],2
255,623a9d95d611d60001c0edab,百折不挠的用奋斗去征服,[false],57.0,5670.0,11182.0,4714.0,5564.0,57.0,3317.0,7622.0,2537.0,2777.0,638.0,409.0,23711.0,56067.0,1021.0,2838.0,0.12,0.59,0.31,0.86,百折不挠的用奋斗去征服,[false],2
256,623a9d3a59b00e00011b0f6c,睿智的不甘人后！,[false],54.0,5482.0,10078.0,5179.0,6130.0,50.0,4737.0,8431.0,4507.0,5157.0,810.0,353.0,21236.0,41709.0,813.0,3703.0,0.07,0.86,0.17,0.78,睿智的不甘人后！,[false],2
257,5a4c842f1cf3d118e4268ca5,简单的Ann-Z,[false],5.0,5389.0,9032.0,5121.0,5479.0,5.0,3746.0,6675.0,3522.0,3586.0,734.0,255.0,23362.0,43075.0,840.0,3157.0,0.07,0.7,0.22,0.84,简单的Ann-Z,[false],2
260,623a9d6a4b91940001706d63,风趣幽默的卟可能丶是G◆丶,[false],36.0,5293.0,7917.0,5197.0,6564.0,37.0,4309.0,6417.0,4226.0,5169.0,392.0,282.0,13056.0,25469.0,403.0,2624.0,0.07,0.81,0.09,0.61,风趣幽默的卟可能丶是G◆丶,[false],2
261,56189bd9d813df95c1d8df0d,Cherika鹅,[false],4.0,5269.0,9628.0,3906.0,4270.0,4.0,4019.0,7556.0,2752.0,2775.0,487.0,694.0,14231.0,32934.0,1044.0,3469.0,0.17,0.76,0.26,0.86,Cherika鹅,[false],2
262,5d256a7cd20f9c752ba2e77d,SoniaHoi索妮娅,[false],10.0,5251.0,11672.0,3609.0,4278.0,10.0,3813.0,8850.0,2362.0,2575.0,542.0,814.0,17834.0,48395.0,1216.0,3391.0,0.21,0.73,0.32,0.89,SoniaHoi索妮娅,[false],1
263,623a9d3b39df450001204b7b,慷慨的幼稚不见了i,[false],51.0,5232.0,11474.0,4493.0,5264.0,46.0,3251.0,8374.0,2608.0,2863.0,613.0,404.0,27569.0,57554.0,955.0,2573.0,0.12,0.62,0.29,0.79,慷慨的幼稚不见了i,[false],2
264,56c89a29a2a739023cb6b3d8,桃子-CSCS,"[false,true]",15.0,5193.0,11480.0,3865.0,4736.0,14.0,3058.0,7593.0,1876.0,1887.0,506.0,806.0,19626.0,63971.0,1165.0,2732.0,0.26,0.59,0.38,0.89,桃子-CSCS,"[false,true]",1
265,55c95a17ca9938a815f24a14,夏川_chuan,[false],14.0,5189.0,10297.0,4924.0,5641.0,14.0,2598.0,6531.0,2385.0,2475.0,694.0,520.0,19791.0,44817.0,790.0,2193.0,0.2,0.5,0.3,0.84,夏川_chuan,[false],1
266,565479fbcbb94b49f6289b89,迟雅美,[false],16.0,5158.0,11303.0,3636.0,3932.0,16.0,4199.0,9950.0,2789.0,2845.0,584.0,722.0,14617.0,32508.0,1345.0,3265.0,0.17,0.81,0.32,0.78,迟雅美,[false],2
267,5558ab04eceba355da8e6097,认识阿牛,[false],22.0,5106.0,14649.0,2531.0,3000.0,22.0,4055.0,12172.0,1673.0,1824.0,353.0,1253.0,14630.0,44725.0,1571.0,3585.0,0.31,0.79,0.39,0.88,认识阿牛,[false],1
268,5fd730ba90e13b48b48e3fd9,陈玉轩Noah,"[false,true]",40.0,5052.0,11682.0,4358.0,6406.0,41.0,2365.0,6644.0,1769.0,2284.0,591.0,562.0,54287.0,111131.0,810.0,2140.0,0.24,0.47,0.34,0.9,陈玉轩Noah,"[false,true]",1
269,5d4eb445790b9306e8e4a47b,白敬亭,[true],1.0,5049.0,10974.0,3535.0,4098.0,1.0,2830.0,6962.0,1597.0,1601.0,349.0,515.0,9347.0,27141.0,890.0,2314.0,0.18,0.56,0.31,0.82,白敬亭,[true],2
271,5900c40f49330323c30147ab,陈海诺Leo,[false],3.0,4987.0,11436.0,3190.0,3588.0,3.0,4295.0,10212.0,2575.0,2590.0,584.0,788.0,11674.0,38072.0,1443.0,3565.0,0.18,0.86,0.34,0.83,陈海诺Leo,[false],1
272,58294fdc493303326f5aa08e,张鹏__Roc,[false],11.0,4923.0,13327.0,3202.0,3652.0,11.0,3312.0,10710.0,1748.0,1839.0,531.0,940.0,11662.0,35071.0,1446.0,2774.0,0.28,0.67,0.44,0.84,张鹏__Roc,[false],1
273,5ff2080b2bc2365c12924fa5,德国姐姐韦玫霖,[false],32.0,4913.0,7122.0,4816.0,5519.0,32.0,2833.0,4428.0,2762.0,3066.0,470.0,278.0,17313.0,40295.0,492.0,2414.0,0.1,0.58,0.17,0.85,德国姐姐韦玫霖,[false],2
274,623a9d3be261b900018e52bc,仁慈的懂事了,[false],36.0,4903.0,11211.0,4366.0,4901.0,30.0,3394.0,8629.0,2938.0,3128.0,726.0,393.0,14234.0,32271.0,976.0,2822.0,0.12,0.69,0.29,0.83,仁慈的懂事了,[false],2
275,56c2a0339459146c576e80a6,桑禹涵sky,[false],41.0,4872.0,11944.0,3576.0,4322.0,41.0,3487.0,9052.0,2370.0,2612.0,422.0,630.0,14735.0,40481.0,1013.0,2887.0,0.18,0.72,0.29,0.83,桑禹涵sky,[false],2
276,54f70407afbbd78b1d0ff265,安妮小妞ANNIE,[false],12.0,4836.0,10780.0,3833.0,4117.0,12.0,3739.0,8665.0,2881.0,2953.0,578.0,477.0,12473.0,27641.0,1053.0,3145.0,0.13,0.77,0.28,0.84,安妮小妞ANNIE,[false],2
277,5a804e9a7511ce21f85a0362,张槑槑mei,[false],8.0,4787.0,10497.0,3712.0,4055.0,8.0,3481.0,8369.0,2468.0,2490.0,648.0,672.0,16981.0,39208.0,1241.0,2881.0,0.19,0.73,0.36,0.83,张槑槑mei,[false],1
278,623a9da74b919400017070fe,随和的顾北,[false],28.0,4727.0,6520.0,4525.0,4709.0,28.0,4111.0,5371.0,3992.0,4063.0,503.0,179.0,12196.0,20166.0,549.0,3237.0,0.04,0.87,0.13,0.79,随和的顾北,[false],2
279,5f44cb149521744454d72ea6,下个月誓死瘦5斤,[false],4.0,4725.0,7723.0,4404.0,5885.0,4.0,1113.0,2274.0,889.0,975.0,106.0,141.0,11402.0,28502.0,220.0,844.0,0.13,0.24,0.2,0.76,下个月誓死瘦5斤,[false],2
280,5680eaad27d7b1a27519b767,的欢-gladys,[false],2.0,4606.0,12453.0,3205.0,4202.0,2.0,2572.0,8258.0,1447.0,1547.0,618.0,625.0,12207.0,49918.0,1238.0,2191.0,0.24,0.56,0.48,0.85,的欢-gladys,[false],1
281,57b9d3371a2d766e7f35a425,Koach小颠儿,[false],6.0,4589.0,7762.0,3670.0,4075.0,2.0,2251.0,4521.0,1577.0,1578.0,241.0,268.0,13556.0,34116.0,560.0,1755.0,0.12,0.49,0.25,0.78,Koach小颠儿,[false],2
282,5958751815e66e0d61df5425,达微1,[false],2.0,4563.0,8942.0,2341.0,2637.0,2.0,3520.0,7196.0,1468.0,1472.0,328.0,1005.0,15560.0,39729.0,1264.0,3193.0,0.29,0.77,0.36,0.91,达微1,[false],1
283,57581d9810e3a42105144722,Oh是Connie呀,[false],6.0,4549.0,6347.0,4307.0,4586.0,6.0,2700.0,3941.0,2518.0,2536.0,325.0,103.0,19126.0,34999.0,408.0,2132.0,0.04,0.59,0.15,0.79,Oh是Connie呀,[false],2
284,623a9d9459b00e00011b13fe,随和的一种安定缓慢的成长,[false],27.0,4542.0,10564.0,2742.0,3336.0,26.0,2672.0,6923.0,1373.0,1470.0,303.0,341.0,11204.0,30193.0,1005.0,2223.0,0.13,0.59,0.38,0.83,随和的一种安定缓慢的成长,[false],2
285,623a9d67d611d60001c0eb4a,随和的小成熟i,[false],42.0,4476.0,6102.0,4410.0,4960.0,35.0,3338.0,4510.0,3291.0,3569.0,383.0,74.0,11681.0,22699.0,373.0,2195.0,0.02,0.75,0.11,0.66,随和的小成熟i,[false],2
286,623a9d9e57a9d60001df2bb6,专注的、梦屿千寻,[false],34.0,4334.0,6451.0,3928.0,4391.0,33.0,2370.0,3572.0,2102.0,2156.0,294.0,86.0,17650.0,31634.0,408.0,1811.0,0.04,0.55,0.17,0.76,专注的、梦屿千寻,[false],2
287,58fc284e8c26a3632ae95a23,降龙健身,[false],14.0,4300.0,9112.0,3443.0,3839.0,14.0,2946.0,6515.0,2216.0,2241.0,468.0,397.0,10926.0,28086.0,845.0,2332.0,0.13,0.69,0.29,0.79,降龙健身,[false],2
288,55e64fa0634869770922af80,A鱼鱼,[false],12.0,4093.0,8930.0,3240.0,3541.0,12.0,3061.0,7474.0,2254.0,2295.0,508.0,540.0,13824.0,30657.0,971.0,2650.0,0.18,0.75,0.32,0.87,A鱼鱼,[false],1
289,5820461f31f1164ac4c65976,BlessLeroy,[false],1.0,4063.0,7995.0,3440.0,4045.0,1.0,2005.0,4698.0,1462.0,1463.0,346.0,335.0,12369.0,33911.0,636.0,1718.0,0.17,0.49,0.32,0.86,BlessLeroy,[false],2
290,5e3b9904b02f9a09fd3320f8,陈暖央Lunasea,[false],19.0,3960.0,7780.0,3009.0,3516.0,18.0,2557.0,5534.0,1763.0,1858.0,334.0,339.0,12549.0,29927.0,705.0,2057.0,0.13,0.65,0.28,0.8,陈暖央Lunasea,[false],2
291,623a9d3c7f38740001829cc8,乐观的历日旷久,[false],42.0,3925.0,6662.0,3732.0,4459.0,41.0,2639.0,4313.0,2505.0,2709.0,487.0,274.0,15920.0,37518.0,537.0,2058.0,0.1,0.67,0.2,0.78,乐观的历日旷久,[false],2
292,623a9d72e261b900018e55c7,足智多谋的好好爱自已,[false],44.0,3854.0,7394.0,2851.0,3321.0,43.0,2684.0,5374.0,1824.0,1957.0,367.0,271.0,14449.0,31893.0,749.0,2294.0,0.1,0.7,0.28,0.85,足智多谋的好好爱自已,[false],2
294,5590d1e1159f9646a66f4610,Cokey斯琦,[false],1.0,3815.0,13615.0,1540.0,1723.0,1.0,3661.0,13139.0,1491.0,1492.0,446.0,940.0,9545.0,32477.0,1721.0,3147.0,0.26,0.96,0.47,0.86,Cokey斯琦,[false],1
295,5942d17515e66e0cbfaf0957,Koach璐溪,[false],184.0,3761.0,11131.0,0.0,0.0,2.0,8.0,9.0,8.0,8.0,1.0,0.0,10114.0,33128.0,1.0,5.0,0.0,0.0,0.13,0.63,Koach璐溪,[false],2
296,623a9da14b9194000170709e,专注的共赏白头,[false],22.0,3698.0,5796.0,3462.0,3849.0,22.0,2280.0,3583.0,2142.0,2197.0,389.0,193.0,17470.0,32266.0,448.0,1879.0,0.08,0.62,0.2,0.82,专注的共赏白头,[false],2
297,589fe0cc49330375453045d1,埃克斯歪爱拿铁,[false],4.0,3624.0,10970.0,2242.0,2483.0,4.0,2345.0,8733.0,1128.0,1132.0,306.0,607.0,8792.0,29279.0,1068.0,2030.0,0.26,0.65,0.46,0.87,埃克斯歪爱拿铁,[false],1
298,58b6bfdc4933033ef71bc83f,山姆爱健身,[false],14.0,3475.0,9548.0,2187.0,2595.0,14.0,2417.0,7714.0,1206.0,1321.0,289.0,699.0,12455.0,31807.0,972.0,2096.0,0.29,0.7,0.4,0.87,山姆爱健身,[false],1
299,623a9da359b00e00011b14bc,勤奋的半城烟砂,[false],8.0,3428.0,4628.0,3381.0,3940.0,8.0,1560.0,2003.0,1543.0,1622.0,194.0,37.0,11635.0,26946.0,201.0,991.0,0.02,0.46,0.13,0.64,勤奋的半城烟砂,[false],2
300,623a9dae39df450001205243,勇敢的三五鸿雁,[false],39.0,3416.0,6788.0,3278.0,3997.0,39.0,2565.0,5213.0,2464.0,2706.0,608.0,288.0,15733.0,37079.0,640.0,2073.0,0.11,0.75,0.25,0.81,勇敢的三五鸿雁,[false],2
301,623a9d3c8b995800014053f3,侠义的乄゛遗忘丶过去的痛,[false],42.0,3342.0,5159.0,3180.0,3748.0,39.0,1347.0,2271.0,1219.0,1261.0,224.0,127.0,14192.0,31277.0,292.0,1049.0,0.09,0.4,0.22,0.78,侠义的乄゛遗忘丶过去的痛,[false],2
302,623a9ee484307c0001bf3613,仁慈的你又与谁,[false],3.0,3331.0,6978.0,3326.0,4119.0,3.0,2521.0,5243.0,2519.0,2710.0,969.0,759.0,7603.0,26942.0,953.0,1905.0,0.3,0.76,0.38,0.76,仁慈的你又与谁,[false],1
303,623a9dafeaf6fb00010ecc80,仁慈的婉若清风,[false],9.0,3326.0,5582.0,2998.0,3143.0,9.0,2585.0,3659.0,2511.0,2524.0,364.0,64.0,8725.0,15252.0,395.0,2182.0,0.02,0.78,0.15,0.84,仁慈的婉若清风,[false],2
304,623a9d941e3e850001b376d0,浪漫的星光下的寂寞,[false],36.0,3283.0,4526.0,3189.0,3484.0,27.0,2232.0,3067.0,2158.0,2174.0,299.0,106.0,12153.0,24434.0,336.0,1566.0,0.05,0.68,0.15,0.7,浪漫的星光下的寂寞,[false],2
305,58b4ff9d387e2813c8fa5f2f,大纯仔,[false],13.0,3223.0,10916.0,1702.0,1945.0,13.0,2551.0,9267.0,1141.0,1168.0,316.0,773.0,8641.0,25572.0,1215.0,2176.0,0.3,0.79,0.48,0.85,大纯仔,[false],1
306,623a9d70e261b900018e55a5,热情的理智去爱,[false],46.0,3091.0,5080.0,2896.0,3182.0,38.0,2197.0,3642.0,2043.0,2091.0,381.0,176.0,9959.0,20905.0,469.0,1670.0,0.08,0.71,0.21,0.76,热情的理智去爱,[false],2
307,5e58cd08790b9325199748d2,妮娜教你健身,[false],8.0,3057.0,7843.0,2136.0,2327.0,7.0,2209.0,6447.0,1333.0,1333.0,301.0,497.0,6453.0,16773.0,854.0,1861.0,0.22,0.72,0.39,0.84,妮娜教你健身,[false],1
308,56ac08f27ef71eee33dc75b9,GiaDu,[false],10.0,3054.0,7748.0,2074.0,3115.0,10.0,2097.0,5270.0,1244.0,1670.0,248.0,718.0,7223.0,33315.0,561.0,1881.0,0.34,0.69,0.27,0.9,GiaDu,[false],1
309,623a9d9d2bfd5a0001901755,成熟稳重的古城白衣少年殇i,[false],36.0,3043.0,9616.0,2528.0,3219.0,35.0,1447.0,7238.0,986.0,1062.0,390.0,374.0,10530.0,34127.0,710.0,1257.0,0.26,0.48,0.49,0.87,成熟稳重的古城白衣少年殇i,[false],1
310,61024e18a78eee7ef4dd414f,Adriene的每日瑜伽,[false],57.0,3023.0,4770.0,2472.0,2926.0,57.0,1470.0,2788.0,1047.0,1248.0,129.0,208.0,9650.0,23597.0,287.0,1225.0,0.14,0.49,0.2,0.83,Adriene的每日瑜伽,[false],2
311,572dcb8d7e217a2f0586791d,健身的胜楠sonia,[false],4.0,2949.0,6529.0,1921.0,2090.0,4.0,1980.0,5128.0,1085.0,1090.0,203.0,315.0,10872.0,24474.0,582.0,1643.0,0.16,0.67,0.29,0.83,健身的胜楠sonia,[false],2
312,5bf374011cf3d1602788f473,大跳的猫咪,[false],11.0,2912.0,7259.0,2277.0,3203.0,11.0,1675.0,4741.0,1085.0,1266.0,277.0,350.0,7687.0,27460.0,556.0,1411.0,0.21,0.58,0.33,0.84,大跳的猫咪,[false],1
313,58109d5e31f1160852bc9c59,Vicky-琪琪琪,[false],30.0,2906.0,5542.0,2293.0,2637.0,29.0,1994.0,4255.0,1426.0,1499.0,339.0,310.0,17358.0,39459.0,609.0,1723.0,0.16,0.69,0.31,0.86,Vicky-琪琪琪,[false],2
314,566d2a2378851afaacf5025f,拿铁女孩Fiona,[false],4.0,2882.0,6797.0,1338.0,1474.0,3.0,2150.0,5590.0,760.0,761.0,189.0,606.0,7949.0,20098.0,868.0,1766.0,0.28,0.75,0.4,0.82,拿铁女孩Fiona,[false],1
315,552e49103d5f5a753c1f3c85,建建爱生活,[false],6.0,2832.0,5741.0,2365.0,2646.0,6.0,1952.0,4471.0,1501.0,1521.0,356.0,281.0,8683.0,19079.0,607.0,1682.0,0.14,0.69,0.31,0.86,建建爱生活,[false],2
316,58d86e6731f1160263245479,王小花Hana,[false],17.0,2792.0,7184.0,1804.0,1955.0,17.0,2992.0,7945.0,1919.0,1956.0,452.0,604.0,7968.0,20745.0,1033.0,2522.0,0.2,1.07,0.35,0.84,王小花Hana,[false],1
317,5794e9d148c5182005c461e9,叔贵k你这在干嘛,[false],1.0,2787.0,5556.0,2369.0,2649.0,1.0,1693.0,3965.0,1323.0,1326.0,456.0,219.0,12431.0,34794.0,653.0,1487.0,0.13,0.61,0.39,0.88,叔贵k你这在干嘛,[false],2
318,5c2f114b7511ce6c16a19f90,特步,[true],2.0,2776.0,8239.0,1400.0,1522.0,2.0,2368.0,7259.0,1035.0,1038.0,219.0,743.0,6523.0,17773.0,961.0,2122.0,0.31,0.85,0.41,0.9,特步,[true],1
319,568e78bf1c7054731836f7b5,Koach洛洛,[false],81.0,2730.0,6484.0,1496.0,1732.0,4.0,1474.0,3668.0,886.0,939.0,164.0,174.0,7998.0,21703.0,479.0,1272.0,0.12,0.54,0.32,0.86,Koach洛洛,[false],2
320,623a9da1eaf6fb00010ecbb8,倔强的只想自私的拥有你i,[false],15.0,2725.0,4201.0,2624.0,2949.0,15.0,1871.0,3218.0,1785.0,1940.0,301.0,138.0,10253.0,19386.0,311.0,1497.0,0.07,0.69,0.17,0.8,倔强的只想自私的拥有你i,[false],2
321,57d94340493303343eb10d3e,街健小文,[false],3.0,2670.0,6587.0,1698.0,1946.0,3.0,1939.0,4976.0,1115.0,1119.0,285.0,544.0,8432.0,26588.0,769.0,1713.0,0.28,0.73,0.4,0.88,街健小文,[false],1
322,55c995dee980e0e902c30abc,黄钲轩没肌肉,[false],23.0,2612.0,5508.0,2184.0,2934.0,23.0,1391.0,3251.0,1012.0,1226.0,247.0,277.0,23315.0,47102.0,433.0,1226.0,0.2,0.53,0.31,0.88,黄钲轩没肌肉,[false],1
323,58e31a6e31f116662a70bc07,黄小畔Mico,[false],8.0,2580.0,4915.0,2163.0,2346.0,8.0,1696.0,3264.0,1366.0,1395.0,240.0,191.0,10451.0,20096.0,412.0,1452.0,0.11,0.66,0.24,0.86,黄小畔Mico,[false],2
324,58d12a4949330374ff6fd957,Yvettia,[false],11.0,2555.0,4325.0,2160.0,2297.0,11.0,1789.0,3168.0,1454.0,1457.0,186.0,140.0,8359.0,16554.0,340.0,1269.0,0.08,0.7,0.19,0.71,Yvettia,[false],2
325,593cced489f2d118186ca232,missb是徐稚佑,[false],3.0,2539.0,5482.0,2013.0,2394.0,3.0,1506.0,3719.0,1053.0,1079.0,356.0,309.0,7635.0,21631.0,582.0,1343.0,0.21,0.59,0.39,0.89,missb是徐稚佑,[false],1
326,59c3eb96e666863660513e01,郭玖林,"[false,true]",4.0,2528.0,6396.0,1828.0,2321.0,3.0,1495.0,4122.0,957.0,959.0,317.0,256.0,6103.0,22996.0,586.0,1210.0,0.17,0.59,0.39,0.81,郭玖林,"[false,true]",1
327,55dad4a8bbf006c67e405d12,YogawithJava,[false],7.0,2515.0,4588.0,1834.0,2088.0,7.0,1670.0,3261.0,1058.0,1101.0,164.0,362.0,8921.0,19545.0,449.0,1491.0,0.22,0.66,0.27,0.89,YogawithJava,[false],1
328,58c9f88931f1164d546a137d,汤君Tang,[false],4.0,2505.0,5263.0,1883.0,2007.0,4.0,1884.0,4280.0,1303.0,1306.0,235.0,299.0,8647.0,17665.0,541.0,1595.0,0.16,0.75,0.29,0.85,汤君Tang,[false],2
329,55577f9131f57af6f6a49e20,德武安DUAN,[false],34.0,2491.0,4608.0,1936.0,2256.0,34.0,1426.0,3058.0,978.0,1054.0,195.0,169.0,16505.0,38719.0,402.0,1233.0,0.12,0.57,0.28,0.86,德武安DUAN,[false],2
330,60614f03f16ec72369ede917,Manduka,[false],4.0,2476.0,3227.0,2428.0,2763.0,4.0,672.0,1005.0,634.0,665.0,78.0,35.0,6235.0,13710.0,95.0,554.0,0.05,0.27,0.14,0.82,Manduka,[false],2
331,5b56fb2afe6e4313a1fed0e8,何佳粤,[false],2.0,2457.0,6859.0,881.0,1006.0,2.0,2025.0,5970.0,525.0,532.0,161.0,1024.0,9745.0,31322.0,1058.0,1878.0,0.51,0.82,0.52,0.93,何佳粤,[false],1
333,623a9da657a9d60001df2c48,睿智的红颜独憔悴,[false],39.0,2413.0,3284.0,2268.0,2395.0,37.0,1894.0,2353.0,1834.0,1876.0,165.0,66.0,8345.0,13276.0,182.0,1456.0,0.03,0.78,0.1,0.77,睿智的红颜独憔悴,[false],2
334,623a9d9d39df450001205122,睿智的醉墨漓烟,[false],39.0,2400.0,3969.0,2337.0,3257.0,37.0,545.0,1154.0,502.0,597.0,129.0,42.0,9179.0,26355.0,137.0,432.0,0.08,0.23,0.25,0.79,睿智的醉墨漓烟,[false],2
335,623a9da2eb4bb10001af5b1c,直率的浅尝辄止,[false],12.0,2325.0,4293.0,1844.0,2033.0,12.0,1480.0,2777.0,1171.0,1230.0,190.0,107.0,7150.0,14388.0,327.0,1231.0,0.07,0.64,0.22,0.83,直率的浅尝辄止,[false],2
